"","Year","Ndays","Ndets","Npics","BATCH_ID","WTM_Y.y","COMPASS_BEARING","CAMERA_HEIGHT","TARGET_DISTANCE","TRAVEL_CORRIDOR","PERMANENT_WATER_FEATURE","CamNum","MaxEVI","MinEVI","SOSEVI","EOSEVI","LOSEVI","MaxNDVI","MinNDVI","SOSNDVI","EOSNDVI","LOSNDVI","EdgeDensity","Nightlight","AgIndex","CoreArea","JanLST","JanMaxSnow","Aspen_Birch","Broadleaf","Coniferous","ConiferousWetland","Cropland","Developed","Forest","ForestedWetland","Grassland","HardwoodWetland","HerbWetland","Oak","Pine","propJPine","propRPine","propWater","propSMaple","propCHW","propNHW","Wetland","propSpruceFir","ShannonL3","RichnessL3","IntEVI","MaxEVI1km","MinEVI1km","SOSEVI1km","EOSEVI1km","LOSEVI1km","MaxNDVI1km","MinNDVI1km","SOSNDVI1km","EOSNDVI1km","LOSNDVI1km","EdgeDensity1km","Nightlight1km","AgIndex1km","CoreArea1km","JanLST1km","JanMaxSnow1km","Aspen_Birch1km","Broadleaf1km","Coniferous1km","ConiferousWetland1km","Cropland1km","Developed1km","Forest1km","ForestedWetland1km","Grassland1km","HardwoodWetland1km","HerbWetland1km","Oak1km","Pine1km","propJPine1km","propRPine1km","propWater1km","propSMaple1km","propCHW1km","propNHW1km","Wetland1km","propSpruceFir1km","ShannonL31km","RichnessL31km","IntEVI1km","MaxEVI5km","MinEVI5km","SOSEVI5km","EOSEVI5km","LOSEVI5km","MaxNDVI5km","MinNDVI5km","SOSNDVI5km","EOSNDVI5km","LOSNDVI5km","EdgeDensity5km","Nightlight5km","CoreArea5km","JanLST5km","JanMaxSnow5km","Aspen_Birch5km","Broadleaf5km","Coniferous5km","ConiferousWetland5km","Cropland5km","Developed5km","Forest5km","ForestedWetland5km","Grassland5km","HardwoodWetland5km","HerbWetland5km","Oak5km","Pine5km","propJPine5km","propRPine5km","propWater5km","propSMaple5km","propCHW5km","propNHW5km","Wetland5km","propSpruceFir5km","ShannonL35km","RichnessL35km","IntEVI5km","MaxEVI10km","MinEVI10km","SOSEVI10km","EOSEVI10km","LOSEVI10km","MaxNDVI10km","MinNDVI10km","SOSNDVI10km","EOSNDVI10km","LOSNDVI10km","EdgeDensity10km","Nightlight10km","CoreArea10km","JanLST10km","JanMaxSnow10km","Aspen_Birch10km","Broadleaf10km","Coniferous10km","ConiferousWetland10km","Cropland10km","Developed10km","Forest10km","ForestedWetland10km","Grassland10km","HardwoodWetland10km","HerbWetland10km","Oak10km","Pine10km","propJPine10km","propRPine10km","propWater10km","propSMaple10km","propCHW10km","propNHW10km","Wetland10km","propSpruceFir10km","ShannonL310km","RichnessL310km","IntEVI10km","X","Y","Year","Offset","CPUE"
"1",2018,85,5,23,NA,NA,NA,NA,NA,NA,NA,NA,0.567691246668498,0.134132735431194,143.200724283854,267.280364990234,124.07964070638,0.777981301148732,0.193013787269592,133.614161173503,292.73051961263,159.116358439127,0.0325259515570934,18,71.5044327119516,0.346020761245675,13.1899999999999,29.1666666666667,0,0.121107266435986,0.0899653979238754,0,0,0,0.211072664359862,0,0.719723183391003,0,0,0.121107266435986,0.0899653979238754,0,0.0899653979238754,0,0,0,0,0,0,1.0713622483731,5,59.1531742333181,0.570769925912221,0.126924530913432,137.919793023003,273.370193481445,135.450400458442,0.790419344548826,0.220788336910859,130.304070366753,296.631065086082,166.326994719329,0.024387655388953,21.3333333333333,84.2460906508007,0.456748906670511,13.058,52.8031123560535,0,0.283307501922338,0.090157631680123,0,0.0193780637254902,0.0818705545943868,0.373465133602461,0,0.444931036139946,0,0,0.273095083621684,0.090157631680123,0,0.090157631680123,0.0636534025374856,0,0.0102124183006536,0,0,0,1.08503591937835,5.22222222222222,63.8887311066408,0.531151815931848,0.139293962128057,134.787447854982,275.3335423571,140.546094502118,0.77094737244836,0.241693756327932,125.98964796675,295.08624013265,169.0965921659,0.0239690761838736,22.1505376344086,0.454443379745515,12.9946808510638,46.1171479936435,0.0032439446366782,0.209963371068504,0.126509958449901,0,0.176250586670839,0.115407500414121,0.336473329518404,0,0.208032760389825,0,0.00112085764374586,0.148138517481745,0.126509958449901,0.000699116082603254,0.125810842367297,0.158237717838586,0,0.0585809089500802,0,0.00112085764374586,0,1.12181804089202,5.14893617021277,62.4790316556822,0.545036399670401,0.143879412489297,135.599346534879,278.637594555214,143.038248020335,0.763909943341659,0.255590112414669,128.527044170868,294.236622705867,165.709578534999,0.0234997541785898,43.0664335664336,0.464031033362867,13.0437577854671,40.9657517394592,0.00479468674046048,0.20213829503958,0.107129587918009,0,0.213284589354773,0.19854091710468,0.309267882957589,0,0.186864306581578,0,0.000631717996072844,0.124839448745979,0.107009857550796,0.000418962745896242,0.106590894804899,0.0882213618880191,0,0.0721928605983869,0.000311298954753894,0.000900363007507094,0,1.14291297953853,5.19377162629758,64.546770196522,303817.714550745,497591.347765772,2017,4.44265125649032,-1.27086703915597
"2",2018,121,119,2305,NA,NA,NA,NA,NA,NA,NA,NA,0.640212535858154,0.0914308863381545,136.546407063802,282.41460164388,145.868194580078,0.843659559885661,0.214699460193515,132.955251057943,295.113321940104,162.158070882161,0.0279123414071511,0,74.5894350737766,0.42560553633218,12.146,35.7142857142857,0.0795847750865052,0.69204152249135,0,0,0.193771626297578,0,0.69204152249135,0,0.114186851211073,0,0,0.612456747404844,0,0,0,0,0,0,0,0,0,1.16637393840818,6,80.7316967153472,0.629401270990019,0.0916872537798352,134.818950511791,281.708410192419,146.889459680628,0.833923834341544,0.191386156577479,129.172235842104,293.768412272135,164.596176430031,0.0261536027809817,0,86.5803289659591,0.403871107266436,12.07,35.3835978835979,0.0219401792579777,0.363963079104191,0.0664302792195309,0,0.299740484429066,0.0217224144559785,0.430393358323722,0,0.220212778738947,0,0,0.320295979911572,0.0664302792195309,0,0.0664302792195309,0.0279309640522876,0,0.0217269199346405,0,0,0,1.36820546024493,6.44444444444444,73.1765684854834,0.618408098940022,0.122973724414778,139.511753155837,280.958842926446,141.447089770609,0.822738710349585,0.2283548485568,134.579378427553,292.952799353061,158.373420925508,0.0242058367768595,0.289256198347107,0.447399169621665,11.5616694214876,36.0889506499011,0.00658049361577397,0.189934187244417,0.109316577718837,0,0.427539392032943,0.0367917387543253,0.299250764963253,0,0.218458670536761,0,0.00139196949440933,0.167367547863822,0.109316577718837,0,0.109316577718837,0.0140749663988104,0,0.0159861457648203,0,0.00247507167062255,0,1.21905125314459,5.67768595041322,69.2471829531937,0.616987918083574,0.124700869393498,141.843320509967,277.07736962761,135.234049117643,0.833812142996227,0.22656445281378,135.592994515413,292.151607974682,156.558613459269,0.0231692563114142,0.588089330024814,0.46811848269419,11.2863235294118,38.7633360217784,0.0134943529366746,0.239427618873597,0.0784865050701889,0,0.342615745746828,0.0276494268501086,0.317914123943785,0.0235803250520475,0.232488919478575,0.0235803250520475,0.00710676831203885,0.201663130500496,0.0784865050701889,8.1098615916955e-05,0.0784054064542719,0.0438981025891047,0,0.0241938073273279,7.63281090983106e-05,0.0327984401735714,0,1.15432455439367,5.30637254901961,67.2183368285343,307615.417583965,528492.416137791,2017,4.79579054559674,2.94757021786824
"3",2018,80,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.504950702190399,0.130878455316027,128.709081013997,284.823516845703,156.114435831706,0.712056875228882,0.25005014333874,125.572733561198,299.603149414063,174.030415852865,0.0189158016147636,66,95.625554569654,0.487889273356401,10.49,33.3333333333333,0,0,0.401384083044983,0,0,0.311418685121107,0.401384083044983,0,0.28719723183391,0,0,0,0.401384083044983,0,0.401384083044983,0,0,0,0,0,0,1.25296805479066,4,61.8443458754007,0.512830491419192,0.136071713468819,132.488288031684,281.437088012695,148.948799981011,0.729193016334816,0.252627023323267,129.104186446578,297.307594581887,168.203408135308,0.0234990748750481,110.111111111111,87.2675755164504,0.459025675221069,10.994,34.4620811287478,0.00269127258746636,0.0295319108035371,0.0899653979238754,0,0.105133842752787,0.581365940984237,0.119497308727413,0,0.192368920607459,0,0,0.0268406382160707,0.0899653979238754,0,0.0899653979238754,0,0,0,0,0,0,1.35892218321921,5.44444444444444,60.7543819462447,0.556902268865549,0.15231761923342,135.90586115309,279.38661702474,143.480755871649,0.781530200614089,0.259134814498841,128.651532785295,298.384409334377,169.732876549082,0.0266702889225695,30.8347107438017,0.409104090408648,11.3364462809917,34.6319526433163,0.00281566351625726,0.233475766035632,0.160817773420744,0.00298713235294118,0.141537862106437,0.197853589965398,0.394293539456376,0.00298713235294118,0.249293905852326,0,0.00293831679487546,0.202497100110098,0.160817773420744,0.00206790299979982,0.158749870420944,0.00314396769281363,0.000581095041322314,0.0272590767894421,0.000322830578512397,0.00860248541565386,0,1.37142745331664,6.12396694214876,66.236929080624,0.577384981949763,0.143918584995852,139.09783687606,276.637864086061,137.540027210001,0.804982545209274,0.248200813083527,131.927880248792,295.257151239463,163.329270990672,0.0253994723011603,10.2323462414579,0.429251234351155,11.6803781321185,36.9905735399756,0.00312377459190832,0.22534223734617,0.132110053458554,0.00178395402613678,0.216316950455997,0.0936961805692396,0.357452290804724,0.00693113265873976,0.274457766503094,0.00514717863260297,0.00788269925751354,0.196596286501172,0.132110053458554,0.00122959541581607,0.130880458042738,0.0335260964203795,0.000160165148063781,0.0253020922701458,0.000159918834879523,0.0200967878813675,0,1.28726519773512,5.86788154897494,65.2266038809266,309029.710375139,519411.267184289,2017,4.38202663467388,-4.60517018598809
"4",2018,121,37,77,NA,NA,NA,NA,NA,NA,NA,NA,0.630099217096964,0.106711866954962,138.640497843424,286.165954589844,147.525456746419,0.8349715868632,0.18684469225506,130.565839131673,296.619394938151,166.053555806478,0.03515625,16,80.8978179426824,0.265625,12.794,34.375,0.03515625,0.23046875,0.08203125,0,0.46875,0,0.3125,0,0.21875,0,0,0,0.08203125,0,0.08203125,0,0,0.1953125,0,0,0,1.63043653658673,6,69.8838481365597,0.654918913488035,0.111496060258812,148.31514344392,277.613776878074,129.298633434154,0.850685477256775,0.210190435940469,141.962558887623,289.83265403465,147.870095147027,0.0261364819620659,15.5555555555556,83.5544659015764,0.412251297577855,12.774,37.6543209876543,0.0143589604959631,0.183743932622068,0.0287224264705882,0,0.555831891580162,0.00422914263744714,0.212466359092657,0,0.227472606689735,0,0,0.0378940792003076,0.0287224264705882,0,0.0287224264705882,0,0,0.131490892925798,0,0,0,1.11662788895913,5.11111111111111,63.2834056593467,0.651759542299039,0.126946879140956,147.108918245174,274.431502455194,127.32258421002,0.837221199487523,0.224703309979309,140.406775335307,287.19464086107,146.787865525763,0.0254933164016701,28.595041322314,0.421149133875718,12.2563801652893,36.7585462058602,0.0252146320669736,0.196665930895936,0.0229245456690211,0,0.474591781292002,0.040370131402099,0.219590476564957,0.0013726443421316,0.258400632524522,0.0013726443421316,0.00129512032085561,0.0420429299879894,0.0229245456690211,0,0.0229245456690211,0,0.00127970488146644,0.128128663959507,0,0.00329689331979754,0,1.25562112338972,5.81818181818182,65.7202790083468,0.63035458263266,0.138417068059908,143.614369006744,277.049958394138,133.435589387394,0.82314780041384,0.240780056254463,137.304603386358,290.132969574413,152.828366188055,0.0247764771758377,28.6235827664399,0.439985461096203,12.2800408163265,35.2044783762471,0.0264990493746518,0.203723738269818,0.0562735817366163,0.00042418928355656,0.395056705280151,0.083754365716875,0.259997320006434,0.00540666634300779,0.249726115936571,0.00498247705945123,0.00123882273497634,0.0623382012118573,0.0561951189789642,0,0.0561951189789642,0.000857726669099012,0.000829253269935425,0.112726984176023,0.00133025023734984,0.00740657782720931,0,1.25085218268989,5.7687074829932,67.8732413098778,311858.033916274,496420.040967254,2017,4.79579054559674,-0.436393028983221
"5",2018,121,20,54,NA,NA,NA,NA,NA,NA,NA,NA,0.597303489844004,0.146326810121536,135.537872314453,277.462554931641,141.924682617188,0.821706434090932,0.177720501087606,123.36461130778,298.149190266927,174.784578959147,0.027681660899654,173,85.5032529659395,0.342560553633218,12.794,32.1428571428571,0.0865051903114187,0.439446366782007,0.186851211072664,0,0,0,0.626297577854671,0,0.373702422145329,0,0,0.0311418685121107,0.186851211072664,0,0.186851211072664,0,0,0.321799307958477,0,0,0,1.62389847676795,6,74.0745681489127,0.541706030015592,0.148403537597645,132.835841991283,283.650464093244,150.81462210196,0.754019428182531,0.231981470232347,124.942923369231,298.2692622432,173.326338873969,0.0237893278226323,147.666666666667,87.2241071050319,0.436172385620915,13.11,32.0601851851852,0.0525473976355248,0.362554366109189,0.057742214532872,0,0.0440665849673203,0.337613538062284,0.420296580642061,0,0.198023296328335,0,0,0.0187022419261822,0.057742214532872,0,0.057742214532872,0,0,0.285738958573625,0.00556576797385621,0,0,1.42797958706052,6,70.5265305688011,0.578978221196445,0.145359372461956,137.488492077704,280.094115412268,142.605623334564,0.779322236365852,0.246096932107311,130.810431887624,293.410883333401,162.600451445777,0.0249548409543691,81.3223140495868,0.435259175984444,12.8070909090909,33.712531155713,0.0310175396422546,0.226157565450828,0.0247738398653093,0,0.282925256119706,0.224173553719008,0.250931405316137,0.00766985133260888,0.223522754082187,0.00766985133260888,0.0019806605493437,0.0285125307415139,0.0247738398653093,0,0.0247738398653093,0.00198445855614973,0.000364608653378707,0.165848903671824,0.000413982741857073,0.0112823143355544,0,1.28815593094826,5.82644628099174,68.9516565832554,0.616207313938567,0.14197874217672,140.536142096948,276.763447479686,136.227305382738,0.814609864131123,0.244899472936107,133.985857524569,291.315008738684,157.329151214115,0.0247896769001719,42.0680272108844,0.437373141658624,12.5812653061225,34.197571765599,0.0217368810269206,0.226330299276573,0.0522942632935527,0.00028246592754749,0.344261509750959,0.121138467641959,0.278624562570126,0.0105785267538388,0.236414786502836,0.0102960608262913,0.00320685872388171,0.0660615655575956,0.0522942632935527,0,0.0522942632935527,0.00133990483448281,0.000628192453451969,0.136525841954429,0.00137781828417642,0.0154551710390038,0,1.26947886317586,5.88888888888889,68.758407099572,312373.402310999,493035.423850155,2017,4.79579054559674,-0.784646449300788
"6",2018,120,61,281,NA,NA,NA,NA,NA,NA,NA,NA,0.632385750611623,0.127918500453234,130.258580525716,274.101582845052,143.843002319336,0.835690796375275,0.258775505562274,122.331771850586,296.873697916667,174.541926066081,0.0254901960784314,1,82.122697563874,0.459558823529412,11.21,36.1111111111111,0.301470588235294,0.783088235294118,0,0,0,0,0.783088235294118,0,0.216911764705882,0,0,0.448529411764706,0,0,0,0,0,0.0330882352941176,0,0,0,1.3132111825173,5,72.8368087403807,0.585396788738392,0.12735569835813,131.190622965495,274.024207221137,142.833584255642,0.826804125750506,0.250386373615819,123.784310800058,296.224940547237,172.440629747179,0.0280302848263488,1,82.5068429805055,0.392350598327566,11.026,36.9433421516755,0.14055891964629,0.48937908496732,0.144278943194925,0,0.0239571318723568,0.011437908496732,0.633658028162245,0,0.241894643886967,0,0.0178056516724337,0.326424932718185,0.144278943194925,0.00346020761245675,0.140818735582468,0.0712466359092657,0,0.0223952326028451,0,0.0178056516724337,0,1.49758489635972,6.44444444444444,68.5708610472757,0.619490805654158,0.12058224906576,139.883184259588,275.491642765434,135.608458505846,0.837095948290234,0.223992805633706,134.395497724044,293.102223672157,158.706725948113,0.0249400361748978,1.02479338842975,0.43746336040493,10.6988595041322,36.2563131313132,0.0438317911936286,0.301563527695959,0.0805771719237039,0.00209649975692756,0.241160250865052,0.0221499756927564,0.382140699619663,0.00209649975692756,0.303368027753153,0,0.0123351441634019,0.208178248055421,0.0805771719237039,0.000257370814149675,0.0803198011095542,0.0190987240484429,0,0.0495534884469101,0,0.0280719619520146,0,1.39475975466455,6.40495867768595,68.0118474892197,0.593914188686773,0.138488068699271,142.768268824525,274.464559057672,131.696290233148,0.818171197279601,0.236029859614961,136.056700737478,291.015542939317,154.958842201838,0.0237545671863517,3.45124716553288,0.460298702814459,10.6077959183673,37.9337312526422,0.0253537996080785,0.200159169059781,0.125205198500969,0.00172090895181602,0.321796733399242,0.0449676806997309,0.32536436756075,0.00172090895181602,0.229247458787437,0,0.00709527070632174,0.149336971308131,0.125205198500969,0.000219695721425825,0.124985502779543,0.053873724734992,0,0.0254683981435712,0,0.0188460494491914,0,1.26678530981846,5.92290249433107,63.2425189140985,313680.523838855,526690.563725689,2017,4.78749174278205,0.855124296636668
"7",2018,121,66,459,NA,NA,NA,NA,NA,NA,NA,NA,0.680345257123311,0.13410796970129,150.757776896159,267.279500325521,116.521723429362,0.88154000043869,0.205529876984656,139.233345031738,285.614674886068,146.38132985433,0.0223039215686275,8,81.8074680137307,0.492647058823529,11.786,35.7142857142857,0.0772058823529412,0.375,0.415441176470588,0,0.0367647058823529,0.0441176470588235,0.790441176470588,0,0.128676470588235,0,0,0,0.415441176470588,0,0.415441176470588,0,0,0.297794117647059,0,0,0,1.50647982476071,8,66.5247460391745,0.603250399783806,0.133414365903095,136.455038000036,276.639807807075,140.184769807038,0.831404752201504,0.218387348663614,128.721675166377,294.575929994936,165.854254828559,0.0265376698064847,9.11111111111111,80.3409330254207,0.404461324971165,12.11,34.4246031746032,0.0502210688196847,0.256602028066128,0.231745302287582,0.00694444444444444,0.153258362168397,0.0339773164167628,0.48834733035371,0.0163398692810458,0.293106918012303,0.00939542483660131,0,0.0719509924067666,0.231745302287582,0,0.231745302287582,0,0,0.134429966839677,0,0.0313100730488274,0,1.49026556080158,6.77777777777778,69.5532546691248,0.614081111328661,0.12298090971837,137.988151361134,280.708732121575,142.720580760441,0.817366670150074,0.222525264637753,132.086277712147,293.980135830966,161.893858118819,0.0265556486936048,14.8677685950413,0.405935323965512,12.3334380165289,35.8914633346452,0.0302400653078441,0.20740959850153,0.042154300952272,0.0010294832565987,0.335215767000772,0.0426885911450142,0.249563899453802,0.0267820918170379,0.331944566079956,0.0257526085604392,0.0028874905273242,0.0547824501701507,0.042154300952272,0,0.042154300952272,0.000414652978352255,0.00216799164974692,0.116158351861649,0.00406073951213932,0.0344828857345077,0,1.41986138720082,6.67768595041322,71.5585102126162,0.61252614398482,0.1348101815304,137.579260211232,279.188528290141,141.609268078909,0.81314018546679,0.236471722653294,131.56045515503,293.4665681777,161.90611302267,0.0252742232513921,32.671201814059,0.429259326279531,12.4635510204081,36.5711169027495,0.0326132904142049,0.219651248979984,0.0584236758428862,0.00028246592754749,0.30682548754796,0.0983229995429544,0.27807492482287,0.0163383061557957,0.286308763701559,0.0156811805604595,0.00485230857048702,0.0537674015684706,0.0584236758428862,0,0.0584236758428862,0.00110451656152657,0.00332884379241893,0.127874556685419,0.00206715651947053,0.0238740716874985,0,1.34779371949119,6.26757369614512,71.2852291681162,316932.494277295,493640.363701384,2017,4.79579054559674,1.33589236145118
"8",2018,119,34,410,NA,NA,NA,NA,NA,NA,NA,NA,0.677784442901611,0.0946479327976704,132.795771280924,272.330332438151,139.534561157227,0.875957469145457,0.187723010157545,127.329625447591,294.841400146484,167.511774698893,0.0308823529411765,1,86.4533908817821,0.330882352941176,11.498,43.75,0,0.602941176470588,0,0,0.0735294117647059,0,0.602941176470588,0,0.323529411764706,0,0,0,0,0,0,0,0.286764705882353,0.279411764705882,0.0367647058823529,0,0,1.50887439901806,6,77.1611345995311,0.677465248990942,0.10292651573265,133.209579185203,275.068111843533,141.85853265833,0.866526811211198,0.197453893272689,127.537587483724,294.503813566985,166.966226083261,0.0290586353005254,0.777777777777778,81.9500562482677,0.360942906574394,11.71,43.6560044893378,0.00597426470588235,0.349595107650904,0,0,0.274341599384852,0,0.349595107650903,0.00153787004998078,0.375294357939254,0.000768935024990388,0,0.0103806228373702,0,0,0,0,0.14749435313341,0.178056516724337,0.00768935024990388,0.00153787004998078,0,1.39990110352867,5.77777777777778,79.1592251405663,0.667393510499276,0.111102093977099,134.122138115329,276.783405860922,142.661267745593,0.849926229186623,0.215880137256484,128.979020236937,293.326457714575,164.347437477637,0.0252262569466289,1.1404958677686,0.428443541064943,12.3965123966942,43.1165626155295,0.0132747040235637,0.22767900229489,0.010316950370328,0,0.27656806296291,0.00679351711515914,0.237995952665218,0.0170461247819497,0.435146687959335,0.0167887539678001,0.0168121005390489,0.00630078158511825,0.010316950370328,0,0.010316950370328,0,0.0621099223598044,0.127814099631102,0.0181794946953016,0.0368415596671337,0,1.38193943455646,6.19834710743802,76.8634381151138,0.663548751550466,0.117319302728987,134.499422749514,277.510686457743,143.011263708228,0.849290221771867,0.213148935527914,128.453959643075,293.855362111478,165.401402468404,0.0250854447171025,3.42176870748299,0.427771231041436,12.4171836734694,40.832220815214,0.0254737924581598,0.287272721588636,0.0167520439548368,0.000162319829892741,0.278728372476442,0.0135788996971338,0.304024765543472,0.0136042774953119,0.377055724250484,0.0120570899928599,0.00821094369120197,0.0154198321485457,0.0164988176643206,0,0.0164988176643206,0,0.0697846234081868,0.160575228866056,0.016019244707687,0.0235820124618475,0,1.4010648406796,6.46258503401361,77.5266544283865,318301.740480683,482832.137485951,2017,4.77912349311153,1.23993190166756
"9",2018,41,14,31,NA,NA,NA,NA,NA,NA,NA,NA,0.598859469095866,0.0646807278196017,143.045372009277,289.363861083984,146.318489074707,0.795056025187175,0.119905408471823,129.552210489909,300.591613769531,171.039403279622,0.0208333333333333,7,80.8105912930474,0.522058823529412,10.454,34.375,0,0,0,0,0.790441176470588,0.121323529411765,0,0,0.0882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,1.38424740913131,5,66.9001590656472,0.590875861821351,0.0719571001827717,137.315461335359,291.06992594401,153.754464608652,0.788074685467614,0.16114882743676,127.728170324255,296.657420970775,168.92925064652,0.0227301398500577,6.66666666666667,88.0936048256497,0.476172025182622,10.546,34.4080687830688,0,0.0146097654748174,0.0113417916186082,0,0.534466911764706,0.0900119545367167,0.0259515570934256,0,0.321911944925029,0,0,0,0.0113417916186082,0,0.0113417916186082,0.027657631680123,0,0.0146097654748174,0,0,0,1.12491149198347,4.44444444444444,69.4662642549041,0.62621495176938,0.122506815959384,147.360289056111,276.023744315155,128.663455259045,0.812614673753743,0.228968651911302,141.357797754041,288.625866850546,147.268069096505,0.0212152340882877,8.96694214876033,0.506363895521748,11.0026280991735,35.7954167045076,0.0280531953301496,0.0662129984772227,0.0245994666704796,0.000690008471789299,0.577663988997398,0.066949364973262,0.0908124651477022,0.000690008471789299,0.242939393641511,0,0.00702720623981241,0.0316109223526552,0.0245994666704796,0.000257370814149675,0.0243420958563299,0.00683049182847665,0,0.00654888079441791,0,0.00829272444879751,0,1.08041583446303,5,61.1665438424797,0.607068527650401,0.116524351049913,147.256133566097,272.963600083724,125.707466517627,0.813431339244094,0.219633231640768,141.780292029464,287.121048250436,145.340756220973,0.0221328135012175,14.9433106575964,0.493542729591836,11.1565306122449,39.2524794316044,0.0226047220358732,0.115006112739213,0.0520723914565827,0.00177586353168718,0.427101753691673,0.0664383093923844,0.167078504195796,0.00264235596199264,0.253098849834051,0.000866492430305455,0.0141470804007878,0.0813601788754717,0.0520723914565827,0.000247648078839379,0.0518247433777433,0.0510374492934429,0,0.0110412118278684,0,0.0288246119526242,0,1.11763323261442,5.34013605442177,59.2147085969188,321265.415956997,524830.368049386,2017,3.71357206670431,-0.266445753153753
"10",2018,86,20,39,NA,NA,NA,NA,NA,NA,NA,NA,0.542279303073883,0.105402668317159,119.802017211914,295.160095214844,175.35807800293,0.757789611816406,0.16199643847843,112.678202311198,305,192.321797688802,0.0348327566320646,3,77.9656938021545,0.27681660899654,10.094,37.5,0,0.0173010380622837,0.0899653979238754,0,0.100346020761246,0.280276816608997,0.107266435986159,0,0.512110726643599,0,0,0.00346020761245675,0.0899653979238754,0,0.0899653979238754,0,0,0.013840830449827,0,0,0,1.53708881463762,7,82.5789030950127,0.609749247630437,0.0836483792022423,141.753363715278,282.463986997251,140.710623281973,0.8101588178564,0.174987239866621,136.048814279062,292.743829797815,156.695015518754,0.0228485838779956,3.33333333333333,85.0059365968721,0.491788014225298,10.73,37.5,0.0203767781622453,0.0788158400615148,0.038663014225298,0,0.462274125336409,0.0755959246443675,0.117478854286813,0,0.344651095732411,0,0,0.0265282583621684,0.038663014225298,0,0.038663014225298,0,0,0.0319108035371011,0,0,0,1.27841488144839,5.66666666666667,66.6851057374771,0.664728752427193,0.120804433621076,155.250299753236,274.643789748515,119.393489995279,0.840741328299867,0.237530721423342,152.173576880421,284.030382729102,131.856805848681,0.0204466738992632,7.14876033057851,0.527750695258658,10.6902314049587,36.5267939131575,0.00685372669364294,0.0217140985587234,0.022085632989219,0,0.642287968450628,0.0524996246675627,0.0437997315479425,0.000228774057021934,0.247509959714318,0.000228774057021934,0.00434134519145529,0.00802753420887071,0.022085632989219,0,0.022085632989219,0.00359581879664846,0,0.00683283765620979,0,0.00457011924847722,0,0.97415444453749,4.52892561983471,62.5950066243843,0.666863866876854,0.124276028438716,156.600699934379,272.028234768707,115.427534834328,0.843081300401002,0.240369252780131,152.928498802272,281.679935781143,128.751436978871,0.0190799992382574,10.7256235827664,0.552933550871329,10.6510612244898,36.6677116974736,0.0183513662818068,0.0467726612703905,0.0211227873502342,0,0.651093280449435,0.0522370406495932,0.0678954486206247,0.000728906758781944,0.212788209646604,0.000631471951525708,0.0051835685254494,0.0182108689063861,0.0211227873502342,0,0.0211227873502342,0.00701248636709586,0.000402826571805193,0.00914845104708551,0.000659148463306891,0.00642836791579377,0,0.95669330697835,4.44444444444444,60.4091356168995,327517.589365581,506140.557874282,2017,4.45434729625351,-0.768973981468859
